address,max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,postal,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_food_stalls,hawker_market_stalls
"398, YISHUN RING RD",12,1988,Y,N,N,N,N,88,0,0,0,48,40,0,0,0,0,0,0,0,760398,1.427675631,103.8465235,Yishun,806.7859095,,1,3,349.999118,1,1,1,45,0
"799, YISHUN RING RD",13,1986,Y,N,N,N,N,72,0,0,0,24,48,0,0,0,0,0,0,0,760799,1.419140508,103.8325924,Yishun,970.205746,,1,3,1472.721557,,,2,56,123
"871, YISHUN ST 81",11,1987,Y,N,N,N,N,70,0,0,0,34,36,0,0,0,0,0,0,0,760871,1.413124593,103.8374214,Yishun,686.1451641,,1,2,1551.884801,,,1,45,0
"638, YISHUN ST 61",12,1986,Y,N,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,760638,1.420259122,103.8385663,Yishun,388.2561785,1,1,3,880.8728458,,1,2,45,0
"127, YISHUN ST 11",4,1983,Y,N,N,N,N,95,0,0,62,32,1,0,0,0,0,0,0,0,760127,1.434208962,103.8309747,Yishun,730.9559514,,1,3,428.8800168,1,1,2,56,123
"270, YISHUN ST 22",12,1985,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760270,1.437421344,103.8399825,Yishun,517.6884177,,2,3,1470.741506,,,2,56,123
"401, YISHUN AVE 6",4,1987,Y,N,N,N,N,28,0,0,0,22,6,0,0,0,0,0,0,0,760401,1.427033766,103.8470886,Yishun,901.5934588,,1,3,330.9595811,1,1,1,45,0
"148, YISHUN ST 11",12,1984,Y,Y,N,N,N,185,0,0,106,66,13,0,0,0,0,0,0,0,760148,1.431950188,103.8323379,Yishun,456.5350019,1,1,4,475.8728685,1,1,2,56,123
"754, YISHUN ST 72",12,1985,Y,N,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,760754,1.426888592,103.834067,Yishun,364.3198172,1,1,4,850.4611301,,1,2,56,123
"768, YISHUN AVE 3",12,1985,Y,N,N,N,N,114,0,0,0,114,0,0,0,0,0,0,0,0,760768,1.424361513,103.8339403,Yishun,624.5123129,,1,3,1038.01941,,,2,56,123
"784, YISHUN AVE 2",12,1985,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,760784,1.421856387,103.8338588,Yishun,893.015127,,2,3,1260.726838,,,2,56,123
"408, YISHUN AVE 6",12,1986,Y,N,N,N,N,132,0,0,0,132,0,0,0,0,0,0,0,0,760408,1.426266324,103.8487032,Yishun,1088.296946,,,3,439.3518402,1,1,1,45,0
"310, YISHUN RING RD",12,1994,Y,Y,N,N,N,72,0,0,0,22,50,0,0,0,0,0,0,0,760310,1.432359225,103.8410974,Yishun,93.12474538,1,2,3,930.6669842,,1,2,45,0
"615, YISHUN RING RD",11,1986,Y,N,N,N,N,100,0,0,60,40,0,0,0,0,0,0,0,0,760615,1.419613451,103.8354763,Yishun,665.4127935,,1,3,1210.176601,,,2,45,0
"621, YISHUN RING RD",12,1986,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760621,1.418667011,103.835187,Yishun,677.2592356,,1,3,1291.243051,,,2,45,0
"394, YISHUN AVE 6",12,1987,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,760394,1.428872859,103.8481626,Yishun,862.9826831,,1,3,562.5058935,,1,1,45,0
"627, YISHUN ST 61",12,1986,Y,Y,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,760627,1.417704099,103.8370051,Yishun,472.0237491,1,1,3,1193.761103,,,2,45,0
"131, YISHUN ST 11",12,1984,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,760131,1.433162606,103.8316848,Yishun,595.0313457,,1,4,435.1535773,1,1,2,56,123
"875, YISHUN ST 81",12,1986,Y,N,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,760875,1.41476321,103.836287,Yishun,656.8332044,,1,2,1482.412775,,,1,45,0
"798, YISHUN RING RD",13,1986,Y,N,N,N,N,96,0,0,0,30,66,0,0,0,0,0,0,0,760798,1.418874024,103.8332912,Yishun,889.4725066,,1,3,1463.265751,,,2,45,0
"644, YISHUN ST 61",13,1986,Y,N,N,N,N,144,0,0,0,60,84,0,0,0,0,0,0,0,760644,1.421707735,103.8374745,Yishun,586.0252641,,2,3,908.4808396,,1,2,45,0
"298, YISHUN ST 20",13,1999,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,760298,1.43580262,103.8350717,Yishun,679.506305,,2,3,903.8124725,,1,2,56,123
"213, YISHUN ST 21",12,1984,Y,Y,N,N,N,88,0,0,0,12,76,0,0,0,0,0,0,0,760213,1.431812314,103.8365336,Yishun,248.4581489,1,2,4,941.8479331,,1,2,56,123
"776, YISHUN AVE 2",13,1986,Y,N,N,N,N,120,0,0,0,36,84,0,0,0,0,0,0,0,760776,1.422559348,103.8339441,Yishun,815.322646,,2,3,1199.708844,,,2,56,123
"212, YISHUN ST 21",12,1984,Y,N,N,N,N,88,0,0,0,12,76,0,0,0,0,0,0,0,760212,1.431783173,103.8374384,Yishun,295.5355985,2,2,4,1042.475906,,,2,56,123
"816, YISHUN ST 81",12,1987,Y,N,N,N,N,121,0,0,0,81,40,0,0,0,0,0,0,0,760816,1.411770944,103.8333683,Yishun,1114.006505,,,1,1945.345493,,,1,45,0
"846, YISHUN RING RD",4,1988,Y,Y,N,N,N,36,0,0,8,8,20,0,0,0,0,0,0,0,760846,1.416786347,103.8346416,Yishun,746.0717053,,1,3,1460.770096,,,2,45,0
"364, YISHUN RING RD",4,1987,Y,N,N,N,N,20,0,0,0,0,0,20,0,0,0,0,0,0,760364,1.429045941,103.8446216,Yishun,554.3250485,,2,3,459.0752577,1,1,2,45,0
"724, YISHUN ST 71",13,1985,Y,N,N,N,N,84,0,0,0,0,0,84,0,0,0,0,0,0,760724,1.426474819,103.8299159,Yishun,743.2518881,,1,4,608.7746766,,1,2,56,123
"360, YISHUN RING RD",11,1988,Y,N,N,N,N,60,0,0,0,0,0,60,0,0,0,0,0,0,760360,1.427737475,103.8456859,Yishun,741.222387,,1,3,321.9358062,1,1,1,45,0
"828, YISHUN ST 81",11,1987,Y,N,N,N,N,60,0,0,0,0,0,60,0,0,0,0,0,0,760828,1.41519093,103.8329017,Yishun,978.1449747,,1,2,1722.060204,,,2,45,0
"645, YISHUN ST 61",13,1987,Y,Y,N,N,N,73,0,0,24,33,0,16,0,0,0,0,0,0,760645,1.421901781,103.8386056,Yishun,521.4699899,,2,3,784.7493623,,1,2,45,0
"181, ANG MO KIO AVE 5",9,1980,Y,Y,N,N,N,88,0,0,73,15,0,0,0,0,0,0,0,0,560181,1.376793099,103.8371422,Ang Mo Kio,1119.992577,,,2,336.6891276,1,2,8,40,84
"639, ANG MO KIO AVE 6",12,1979,Y,N,N,N,N,152,0,0,117,33,2,0,0,0,0,0,0,0,560639,1.379917052,103.8424584,Ang Mo Kio,965.2856966,,1,2,207.0672993,1,3,8,52,166
"465, ANG MO KIO AVE 10",14,1979,Y,Y,N,N,N,206,0,0,177,26,1,1,0,0,0,0,1,0,560465,1.366201041,103.857201,Ang Mo Kio,880.148501,,1,3,247.1448598,2,3,8,39,113
"524, ANG MO KIO AVE 5",12,1979,Y,N,N,N,N,195,0,0,169,22,1,2,0,0,0,0,1,0,560524,1.373378294,103.8530425,Ang Mo Kio,672.7539331,,2,3,172.831769,1,3,11,50,100
"542, ANG MO KIO AVE 10",12,1979,Y,Y,N,N,N,131,0,0,107,22,1,0,0,0,0,0,1,0,560542,1.374738413,103.8558768,Ang Mo Kio,1013.822728,,,3,275.0406852,1,2,10,50,100
"405, ANG MO KIO AVE 10",12,1978,Y,Y,N,N,N,150,0,0,124,22,4,0,0,0,0,0,0,0,560405,1.361579127,103.8538054,Ang Mo Kio,1047.525167,,,4,216.317744,1,3,9,40,148
"523, ANG MO KIO AVE 5",13,1979,Y,N,N,N,N,192,0,0,167,24,0,0,0,0,0,0,1,0,560523,1.372941936,103.8528664,Ang Mo Kio,626.7649336,,2,3,177.6952815,1,3,11,50,100
"575, ANG MO KIO AVE 10",14,1978,Y,N,N,N,N,153,0,0,123,26,1,2,0,0,0,0,1,0,560575,1.371388551,103.8559533,Ang Mo Kio,860.7837857,,1,3,222.4266517,2,3,11,50,100
"108, ANG MO KIO AVE 4",12,1978,Y,Y,N,N,N,122,0,0,90,31,1,0,0,0,0,0,0,0,560108,1.370966352,103.8382019,Ang Mo Kio,871.5443869,,1,2,418.1056089,3,4,8,40,84
"208, ANG MO KIO AVE 1",12,1975,Y,N,N,N,N,153,0,0,130,22,1,0,0,0,0,0,0,0,560208,1.365444952,103.842715,Ang Mo Kio,775.5962703,,2,4,368.4055551,2,4,11,29,0
"106, ANG MO KIO AVE 4",11,1977,Y,N,N,N,N,138,0,0,116,20,2,0,0,0,0,0,0,0,560106,1.371933703,103.8374861,Ang Mo Kio,944.5774516,,1,2,353.6481416,1,4,8,40,84
"476, ANG MO KIO AVE 10",13,1979,Y,N,N,N,N,166,0,0,140,24,0,2,0,0,0,0,0,0,561476,1.361846659,103.8582486,Ang Mo Kio,840.1450228,,1,5,334.1485742,1,4,7,40,148
"606, ANG MO KIO AVE 5",12,1979,Y,N,N,N,N,131,0,0,108,22,0,1,0,0,0,0,0,0,560606,1.379327772,103.836736,Ang Mo Kio,1313.339568,,,2,470.6323543,1,2,6,52,166
"540, ANG MO KIO AVE 10",12,1980,Y,N,N,N,N,192,0,0,153,33,2,4,0,0,0,0,0,0,560540,1.375293768,103.8554524,Ang Mo Kio,1014.250228,,,3,306.8535414,1,2,10,50,100
"204, ANG MO KIO AVE 3",11,1976,Y,N,N,N,N,100,0,0,0,100,0,0,0,0,0,0,0,0,560204,1.367367559,103.8439209,Ang Mo Kio,554.2329676,,2,3,442.8459294,1,5,11,29,0
"700B, ANG MO KIO AVE 6",25,2000,Y,N,N,N,N,144,0,0,0,96,48,0,0,0,0,0,0,0,562700,1.369410498,103.8460598,Ang Mo Kio,269.1267025,2,2,2,294.7957207,1,5,10,45,78
"596A, ANG MO KIO ST 52",28,2000,Y,N,N,N,N,135,0,0,0,81,54,0,0,0,0,0,0,0,561596,1.37243024,103.8509492,Ang Mo Kio,434.400272,1,2,3,390.4229257,2,4,10,50,100
"642, ANG MO KIO AVE 5",13,1980,Y,N,N,N,N,120,0,0,0,24,96,0,0,0,0,0,0,0,560642,1.377943524,103.8404792,Ang Mo Kio,902.8349138,,1,2,302.1948107,2,3,8,52,166
"521, ANG MO KIO AVE 5",25,1980,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,560521,1.37357054,103.8515513,Ang Mo Kio,575.1036606,,2,3,335.9469523,1,3,10,50,100
"102, ANG MO KIO AVE 3",12,1977,Y,N,N,N,N,88,0,0,0,66,22,0,0,0,0,0,0,0,560102,1.370650098,103.8394103,Ang Mo Kio,744.1581061,,1,2,378.8549758,3,4,10,29,0
"132, ANG MO KIO AVE 3",11,1978,Y,N,N,N,N,100,0,0,0,16,84,0,0,0,0,0,0,0,560132,1.371447436,103.8417836,Ang Mo Kio,469.442911,1,2,2,448.9860322,1,4,10,40,84
"614, ANG MO KIO AVE 4",13,1995,Y,N,N,N,N,52,0,0,0,0,0,52,0,0,0,0,0,0,560614,1.377969305,103.8392171,Ang Mo Kio,1005.189827,,,2,343.3062527,2,2,8,52,166
"616, ANG MO KIO AVE 4",11,1995,Y,N,N,N,N,50,0,0,0,0,0,50,0,0,0,0,0,0,560616,1.37746747,103.8387767,Ang Mo Kio,1007.750658,,,2,321.2474367,2,2,8,40,84
"144, BEDOK RESERVOIR RD",4,1986,Y,N,N,N,N,48,0,0,32,16,0,0,0,0,0,0,0,0,470144,1.334869769,103.9125268,Bedok,2136.030916,,,,280.4432437,1,1,3,36,75
"520, BEDOK NTH AVE 1",12,1978,Y,N,N,N,N,196,0,0,172,22,1,1,0,0,0,0,0,0,460520,1.330464618,103.9281343,Bedok,514.505291,,4,4,420.7324019,2,4,8,42,134
"109, BEDOK NTH RD",12,1976,Y,Y,N,N,N,149,0,0,122,22,3,2,0,0,0,0,0,0,460109,1.33205316,103.9349351,Bedok,850.6793405,,3,5,431.4927312,2,5,8,72,170
"409, BEDOK NTH AVE 2",11,1979,Y,N,N,N,N,158,0,0,136,20,2,0,0,0,0,0,0,0,460409,1.328102913,103.9329381,Bedok,370.2767248,3,4,5,115.7669523,2,6,7,82,114
"410, BEDOK NTH AVE 2",11,1979,Y,Y,N,N,N,158,0,0,136,20,0,2,0,0,0,0,0,0,460410,1.327887859,103.9318358,Bedok,320.6445651,4,4,5,183.3717186,2,7,7,82,114
"1, BEDOK STH AVE 1",14,1975,Y,N,N,N,N,206,0,0,204,0,2,0,0,0,0,0,0,0,460001,1.320852087,103.9337211,Bedok,461.3126815,1,4,5,205.7446625,1,4,8,64,154
"33, BEDOK STH AVE 2",15,1977,Y,N,N,N,N,249,0,0,218,28,2,1,0,0,0,0,0,0,462033,1.323234693,103.9392214,Bedok,780.3959404,,1,5,237.4393691,1,5,9,48,147
"217, BEDOK NTH ST 1",4,1979,Y,Y,N,N,N,31,0,0,31,0,0,0,0,0,0,0,0,0,460217,1.326837217,103.9339207,Bedok,282.7380058,3,4,5,76.20830262,2,6,7,82,114
"150, BEDOK RESERVOIR RD",10,1986,Y,Y,N,N,N,104,0,0,52,52,0,0,0,0,0,0,0,0,470150,1.336153754,103.9126723,Bedok,2190.506346,,,,390.3130523,1,1,3,36,75
"622, BEDOK RESERVOIR RD",12,1980,Y,N,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,470622,1.33406075,103.9168987,Bedok,1668.379591,,,3,322.4620904,1,2,5,36,75
"708, BEDOK NTH RD",13,1980,Y,N,N,N,N,120,0,0,0,120,0,0,0,0,0,0,0,0,470708,1.335036457,103.919312,Bedok,1516.1691,,,4,611.8964114,,2,5,36,75
"43, CHAI CHEE ST",12,1979,Y,N,N,N,N,176,0,0,0,176,0,0,0,0,0,0,0,0,461043,1.328346685,103.9256548,Bedok,507.4819863,,4,4,427.8443235,1,4,8,42,134
"543, BEDOK NTH ST 3",12,1980,Y,Y,N,N,N,132,0,0,0,132,0,0,0,0,0,0,0,0,460543,1.330336594,103.9232235,Bedok,853.6074569,,3,4,256.4929922,1,2,8,42,134
"59, CHAI CHEE RD",12,1983,Y,Y,N,N,N,233,0,0,181,51,0,1,0,0,0,0,0,0,460059,1.324889163,103.9202467,Bedok,1019.573002,,,4,940.0415235,,1,7,42,134
"411, BEDOK NTH AVE 2",12,1979,Y,N,N,N,N,132,0,0,0,132,0,0,0,0,0,0,0,0,460411,1.328309778,103.9317618,Bedok,346.2606258,4,4,5,215.5676172,2,7,7,82,114
"613, BEDOK RESERVOIR RD",11,1980,Y,N,N,N,N,120,0,0,0,20,100,0,0,0,0,0,0,0,473613,1.333110969,103.9175847,Bedok,1548.696534,,,4,376.125847,1,2,5,36,75
"604, BEDOK RESERVOIR RD",11,1981,Y,N,N,N,N,100,0,0,0,16,84,0,0,0,0,0,0,0,470604,1.330792356,103.9131834,Bedok,1901.159608,,,3,267.4070942,1,1,4,36,75
"52, CHAI CHEE ST",14,1980,Y,N,N,N,N,104,0,0,0,18,86,0,0,0,0,0,0,0,460052,1.328696852,103.92095,Bedok,1006.551626,,,4,563.6605966,,2,6,42,134
"98, BEDOK NTH AVE 4",25,1978,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,460098,1.334233274,103.9398431,Bedok,757.9728406,,1,6,266.288894,1,1,8,72,170
"19, BEDOK STH RD",25,1975,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,462019,1.320476593,103.9341765,Bedok,518.1169862,,4,5,152.7904571,1,4,8,64,154
"110, LENGKONG TIGA",7,1988,Y,Y,N,N,N,48,0,0,0,28,20,0,0,0,0,0,0,0,410110,1.323653452,103.9108536,Bedok,1866.711154,,,1,826.4835265,,1,6,42,71
"22, SIN MING RD",12,1973,Y,Y,N,N,N,288,0,0,280,0,8,0,0,0,0,0,0,0,570022,1.357284441,103.8393967,Bishan,1060.950539,,,4,659.2084249,,1,7,31,51
"133, BISHAN ST 12",4,1986,Y,N,N,N,N,28,0,0,21,7,0,0,0,0,0,0,0,0,570133,1.345467542,103.8517224,Bishan,636.316687,,1,2,644.7118047,,2,8,80,77
"266, BISHAN ST 24",16,1991,Y,N,N,N,N,69,0,0,0,54,15,0,0,0,0,0,0,0,570266,1.357930021,103.8420881,Bishan,1110.834946,,,4,879.494892,,2,8,31,51
"455, SIN MING AVE",12,1988,Y,N,N,N,N,87,0,0,0,74,9,4,0,0,0,0,0,0,570455,1.358728426,103.8306428,Bishan,488.1396203,1,1,1,1043.347315,,,5,31,51
"230, BISHAN ST 23",11,1989,Y,Y,N,N,N,60,0,0,0,60,0,0,0,0,0,0,0,0,570230,1.3579458,103.8454936,Bishan,919.5680028,,1,4,756.7082235,,1,9,32,86
"235, BISHAN ST 22",10,1990,Y,Y,N,N,N,63,0,0,0,45,18,0,0,0,0,0,0,0,570235,1.358478221,103.846408,Bishan,945.5799583,,1,4,664.3606582,,1,9,32,86
"267, BISHAN ST 24",11,1991,Y,N,N,N,N,76,0,0,0,76,0,0,0,0,0,0,0,0,570267,1.35763464,103.8428133,Bishan,1035.169787,,,4,909.8603059,,2,8,31,51
"291, BISHAN ST 24",30,1996,Y,N,N,N,N,157,0,0,0,65,92,0,0,0,0,0,0,0,570291,1.35591015,103.8451584,Bishan,731.5016381,,1,4,978.7570254,,1,9,32,86
"442, SIN MING AVE",22,1988,Y,N,N,N,N,80,0,0,0,0,72,8,0,0,0,0,0,0,570442,1.359235757,103.8323688,Bishan,588.5611927,,1,1,970.2125111,,1,6,31,51
"205, BISHAN ST 23",16,1990,Y,N,N,N,N,73,0,0,0,54,19,0,0,0,0,0,0,0,570205,1.355313272,103.8476983,Bishan,574.252094,,1,4,981.7683689,,1,10,32,86
"196, BISHAN ST 13",8,1986,Y,N,N,N,N,84,0,0,0,36,48,0,0,0,0,0,0,0,570196,1.348041727,103.8507269,Bishan,347.6264269,1,1,2,948.6273271,,1,9,80,77
"245, BISHAN ST 22",15,1990,Y,Y,N,N,N,76,0,0,0,0,0,76,0,0,0,0,0,0,570245,1.360337274,103.8439634,Bishan,1119.940065,,,4,643.9516378,,3,9,32,86
"231, BISHAN ST 23",19,1990,Y,Y,N,N,N,94,0,0,0,0,0,94,0,0,0,0,0,0,571231,1.357468051,103.8464327,Bishan,836.7774386,,1,4,770.2523772,,1,8,32,86
"219, BISHAN ST 23",15,1990,Y,N,N,N,N,72,0,0,0,0,0,72,0,0,0,0,0,0,570219,1.357397279,103.8494302,Bishan,806.6023943,,1,4,759.0119944,,2,9,32,86
"283, BT BATOK EAST AVE 3",10,1986,Y,Y,N,N,N,106,0,0,85,19,2,0,0,0,0,0,0,0,650283,1.346943658,103.7575394,Bukit Batok,1013.552019,,,3,2186.860321,,,,84,95
"135, BT BATOK WEST AVE 6",13,1983,Y,N,N,N,N,119,0,0,94,24,0,1,0,0,0,0,0,0,650135,1.351252319,103.744795,Bukit Batok,484.8841316,1,1,2,1171.943786,,,2,60,87
"228, BT BATOK CTRL",10,1984,Y,N,N,N,N,150,0,0,93,57,0,0,0,0,0,0,0,0,650228,1.348659458,103.7537946,Bukit Batok,557.4202801,,1,2,1883.536893,,,1,60,87
"177, BT BATOK WEST AVE 8",12,1984,Y,Y,N,N,N,103,0,0,59,42,0,2,0,0,0,0,0,0,650177,1.346344075,103.7417421,Bukit Batok,914.958181,,1,5,554.3953995,,1,2,60,87
"136, BT BATOK WEST AVE 6",13,1983,Y,N,N,N,N,118,0,0,92,24,0,2,0,0,0,0,0,0,650136,1.350900429,103.7448576,Bukit Batok,470.0768901,1,1,3,1148.369739,,,2,60,87
"537, BT BATOK ST 52",12,1985,Y,Y,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,650537,1.355115164,103.7508779,Bukit Batok,582.5359229,,1,3,1955.481444,,,1,60,87
"231, BT BATOK EAST AVE 5",13,1984,Y,N,N,N,N,173,0,0,110,63,0,0,0,0,0,0,0,0,650231,1.34908255,103.7545182,Bukit Batok,623.7849982,,1,3,1974.634942,,,1,60,87
"369, BT BATOK ST 31",12,1985,Y,Y,N,N,N,144,0,0,0,144,0,0,0,0,0,0,0,0,650369,1.36002946,103.7510723,Bukit Batok,1111.756517,,,3,2363.693177,,,,60,87
"324, BT BATOK ST 33",12,1985,Y,Y,N,N,N,124,0,0,83,41,0,0,0,0,0,0,0,0,650324,1.362164728,103.7476281,Bukit Batok,1333.251766,,,4,2348.248525,,,,60,87
"318, BT BATOK ST 32",12,1984,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,650318,1.360945938,103.7472824,Bukit Batok,1205.081433,,,3,2211.448414,,,,60,87
"266, BT BATOK EAST AVE 4",12,1985,Y,N,N,N,N,112,0,0,0,112,0,0,0,0,0,0,0,0,650266,1.349360305,103.7600195,Bukit Batok,1227.325512,,,5,2058.953594,,,,84,95
"183, BT BATOK WEST AVE 8",10,1984,Y,N,N,N,N,90,0,0,0,90,0,0,0,0,0,0,0,0,650183,1.346326381,103.7433778,Bukit Batok,759.6006795,,1,5,709.6257823,,1,2,60,87
"305, BT BATOK ST 31",12,1984,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,650305,1.357861008,103.7479345,Bukit Batok,856.9028815,,1,2,1961.122937,,,1,60,87
"168, BT BATOK WEST AVE 8",8,1984,Y,N,N,N,N,83,0,0,54,28,0,1,0,0,0,0,0,0,650168,1.347170253,103.7412985,Bukit Batok,922.0852764,,1,5,576.525956,,1,2,60,87
"291C, BT BATOK ST 24",19,1996,Y,N,N,N,N,102,0,0,0,69,33,0,0,0,0,0,0,0,652291,1.342997774,103.7551581,Bukit Batok,1048.164229,,,5,1945.027653,,,1,60,87
"171, BT BATOK WEST AVE 8",25,1984,Y,Y,N,N,N,144,0,0,0,48,96,0,0,0,0,0,0,0,650171,1.346100212,103.7402296,Bukit Batok,1077.906207,,,5,408.7776552,1,2,2,60,87
"291E, BT BATOK ST 24",19,1996,Y,N,N,N,N,120,0,0,0,87,33,0,0,0,0,0,0,0,654291,1.343453413,103.7547883,Bukit Batok,983.13083,,1,5,1903.278585,,,1,60,87
"127, BT BATOK WEST AVE 6",12,1984,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,650127,1.351856129,103.7460768,Bukit Batok,376.0412906,1,1,2,1318.871938,,,2,60,87
"108, BT BATOK WEST AVE 6",8,1984,Y,N,N,N,N,88,0,0,0,88,0,0,0,0,0,0,0,0,650108,1.347443853,103.7465021,Bukit Batok,413.2736277,1,1,5,1076.695022,,,2,60,87
"170, BT BATOK WEST AVE 8",25,1985,Y,N,N,N,N,144,0,0,0,48,96,0,0,0,0,0,0,0,650170,1.34655585,103.7401015,Bukit Batok,1070.963675,,,5,437.5935644,1,2,2,60,87
"391, BT BATOK WEST AVE 5",25,2003,Y,N,N,N,N,194,0,0,0,194,0,0,0,0,0,0,0,0,650391,1.365853749,103.7527285,Bukit Batok,1305.727764,,,7,2587.047251,,,,28,45
"211, BT BATOK ST 21",13,1984,Y,N,N,N,N,192,0,0,0,192,0,0,0,0,0,0,0,0,651211,1.346802134,103.7503002,Bukit Batok,400.6253238,1,1,5,1452.390859,,,1,60,87
"419, BT BATOK WEST AVE 2",10,1986,Y,N,N,N,N,90,0,0,0,44,46,0,0,0,0,0,0,0,650419,1.361947382,103.7461964,Bukit Batok,1337.650297,,,3,2255.682145,,,,60,87
"236, BT BATOK EAST AVE 5",10,1984,Y,Y,N,N,N,108,0,0,0,20,88,0,0,0,0,0,0,0,650236,1.349336423,103.7559635,Bukit Batok,778.2445874,,1,3,2136.238159,,,,60,87
"289D, BT BATOK ST 25",17,1997,Y,N,N,N,N,112,0,0,0,0,96,16,0,0,0,0,0,0,653289,1.343401612,103.7591885,Bukit Batok,1357.721952,,,4,1895.054664,,,1,84,95
"189, BT BATOK WEST AVE 6",21,1995,Y,N,N,N,N,86,0,0,0,40,46,0,0,0,0,0,0,0,650189,1.345795732,103.7463401,Bukit Batok,570.1638203,,1,5,997.8909204,,1,2,60,87
"203, BT BATOK ST 21",25,1985,Y,N,N,N,N,128,0,0,3,29,96,0,0,0,0,0,0,0,650203,1.347332586,103.7489904,Bukit Batok,315.8855985,1,1,5,1329.878144,,,2,60,87
"362, BT BATOK ST 31",4,1985,Y,N,N,N,N,22,0,0,0,0,0,22,0,0,0,0,0,0,650362,1.360919734,103.7499523,Bukit Batok,1191.03976,,,4,2366.899888,,,,60,87
"125, BT BATOK CTRL",15,1984,Y,N,N,N,N,98,0,0,0,0,0,98,0,0,0,0,0,0,650125,1.351534849,103.7471585,Bukit Batok,255.2455137,1,1,2,1383.409026,,,2,60,87
"223, BT BATOK EAST AVE 3",13,1984,Y,N,N,N,N,84,0,0,0,0,0,84,0,0,0,0,0,0,650223,1.348015545,103.7533973,Bukit Batok,543.0103199,,1,3,1820.415695,,,1,60,87
"221, BT BATOK EAST AVE 3",13,1984,Y,N,N,N,N,84,0,0,0,0,0,84,0,0,0,0,0,0,650221,1.347475624,103.753691,Bukit Batok,600.018231,,1,4,1836.39406,,,1,60,87
"288A, BT BATOK ST 25",16,1996,Y,N,N,N,N,90,0,0,0,0,30,60,0,0,0,0,0,0,650288,1.34507654,103.760512,Bukit Batok,1398.103672,,,4,1804.553683,,,1,84,95
"32, JLN BT HO SWEE",10,1963,Y,N,N,N,N,88,0,27,58,2,0,0,0,0,0,1,0,0,160032,1.287421225,103.8284155,Bukit Merah,174.9619763,1,2,19,157.3828747,2,6,16,30,0
"133, JLN BT MERAH",10,1974,Y,Y,N,N,N,112,0,0,112,0,0,0,0,0,0,0,0,0,161133,1.279619667,103.8268997,Bukit Merah,758.1535666,,1,6,104.6427679,1,7,16,28,96
"20, TELOK BLANGAH CRES",16,1974,Y,N,N,N,N,175,0,0,170,0,5,0,0,0,0,0,0,0,90020,1.276915948,103.8218187,Bukit Merah,1212.220517,,,3,348.2455334,2,5,14,56,77
"13, TELOK BLANGAH CRES",14,1974,Y,N,N,N,N,175,0,0,168,0,7,0,0,0,0,0,0,0,90013,1.278159465,103.8204753,Bukit Merah,1182.315868,,,4,209.5709388,1,5,15,56,77
"14, TAMAN HO SWEE",9,1963,Y,N,N,N,N,81,0,9,72,0,0,0,0,0,0,0,0,0,161014,1.287904618,103.8321977,Bukit Merah,581.3276908,,2,27,279.5983932,2,5,18,30,0
"105, BT PURMEI RD",13,1982,Y,N,N,N,N,144,0,0,96,48,0,0,0,0,0,0,0,0,90105,1.272483013,103.824703,Bukit Merah,950.6074947,,1,3,287.211751,1,3,12,32,103
"109, BT PURMEI RD",12,1984,Y,Y,N,N,N,162,0,0,99,61,0,2,0,0,0,0,0,0,90109,1.273929399,103.8253108,Bukit Merah,1124.040528,,,3,380.9855844,1,3,12,32,103
"119, BT MERAH VIEW",16,1974,Y,N,N,N,N,296,0,0,292,0,4,0,0,0,0,0,0,0,152119,1.283527552,103.82083,Bukit Merah,775.8649021,,1,5,255.5832472,2,7,15,84,167
"4, EVERTON PK",12,1980,Y,Y,N,N,N,94,0,0,60,0,34,0,0,0,0,0,0,0,80004,1.276883074,103.8400856,Bukit Merah,454.2244706,1,3,11,350.7997157,1,5,13,52,108
